0.03594708442687988,0,2
0.06926488876342773,2,56
0.1007850170135498,5,94
0.1302928924560547,9,118
0.15857529640197754,13,132
0.1885361671447754,16,138
0.20307397842407227,18,140
0.22443389892578125,22,143
0.24712395668029785,25,144
0.2613353729248047,27,144
0.27504587173461914,29,147
0.2897298336029053,31,147
0.3042178153991699,33,145
0.3173353672027588,35,146
0.33417463302612305,38,151
0.34726738929748535,40,149
0.36167144775390625,42,147
0.375169038772583,44,152
0.38994574546813965,46,150
0.4044344425201416,48,150
0.41779184341430664,50,149
0.43326854705810547,52,148
0.4467313289642334,55,149
0.4601616859436035,57,149
0.4746520519256592,59,150
0.4890573024749756,61,152
0.5038931369781494,63,150
0.5168435573577881,65,149
0.5319602489471436,68,152
0.5452988147735596,70,150
0.5589926242828369,72,148
0.579082727432251,74,150
0.5945675373077393,76,149
0.6080520153045654,79,148
0.6226770877838135,81,149
0.6367568969726562,83,149
0.6501588821411133,85,148
0.6646268367767334,88,148
0.6781649589538574,89,151
0.6938409805297852,92,151
0.7069089412689209,94,149
0.7203056812286377,96,149
0.7357406616210938,98,151
0.7492620944976807,100,147
0.7639241218566895,102,148
0.7770628929138184,104,148
0.7927007675170898,106,149
0.8060593605041504,108,150
0.8196187019348145,110,149
0.8341426849365234,113,149
0.8485291004180908,115,149
0.8631672859191895,117,150
0.8763444423675537,119,150
0.8913121223449707,121,149
0.9050297737121582,123,148
0.9185688495635986,125,147
0.9330840110778809,128,149
0.9472918510437012,130,149
0.9616894721984863,132,147
0.980349063873291,135,150
0.9958717823028564,137,150
1.009267807006836,139,148
1.0239923000335693,141,149
1.0370728969573975,143,150
1.052748441696167,146,148
1.0659728050231934,147,148
1.0793404579162598,149,149
1.0948030948638916,152,148
1.108513593673706,154,148
1.123072624206543,156,148
1.136225700378418,158,151
1.1513326168060303,160,151
1.1650888919830322,162,150
1.178680419921875,164,149
1.1940813064575195,166,149
1.2071685791015625,168,149
1.2213175296783447,170,149
1.235011339187622,173,150
1.2496557235717773,175,149
1.2641775608062744,177,149
1.2772505283355713,179,151
1.2917544841766357,182,148
1.3060736656188965,183,152
1.3196756839752197,186,151
1.334770917892456,188,150
1.3491272926330566,190,152
1.363889455795288,192,149
1.384066104888916,195,151
1.3981225490570068,197,149
1.4127469062805176,200,149
1.4259862899780273,201,150
1.4393491744995117,204,150
1.4548563957214355,206,150
1.46854829788208,208,150
1.482938528060913,210,153
1.497037649154663,212,151
1.5113105773925781,214,149
1.525120496749878,216,152
1.5387046337127686,218,151
1.5541198253631592,221,150
1.5671789646148682,223,152
1.5813539028167725,225,150
1.5950467586517334,227,149
1.6096761226654053,229,150
1.624147891998291,231,151
1.6376268863677979,234,151
1.6530742645263672,236,152
1.6662428379058838,238,149
1.679839849472046,240,151
1.694270372390747,242,151
1.7086091041564941,244,149
1.7230358123779297,246,149
1.7361812591552734,248,151
1.7513411045074463,250,150
1.7650904655456543,253,151
1.7850301265716553,256,151
1.7985868453979492,258,152
1.8141489028930664,260,152
1.8273191452026367,262,152
1.8417103290557861,264,152
1.8560969829559326,266,149
1.8697106838226318,268,149
1.8843283653259277,270,150
1.897817611694336,272,149
1.913156270980835,275,150
1.9264812469482422,277,152
1.9400861263275146,279,151
1.9553260803222656,282,150
1.9689204692840576,284,153
1.9833521842956543,286,153
1.9967422485351562,288,150
0.010380744934082031,0,0
0.023900508880615234,-1,-6
0.03749489784240723,-1,-13
0.05193758010864258,-2,-65
0.06634974479675293,-3,-90
0.08063554763793945,-5,-87
0.09407734870910645,-7,-104
0.10776114463806152,-9,-116
0.1232442855834961,-10,-123
0.1368575096130371,-12,-129
0.15128707885742188,-14,-135
0.16557550430297852,-16,-136
0.17909955978393555,-18,-140
0.19371986389160156,-20,-142
0.20740866661071777,-22,-140
0.22288250923156738,-24,-142
0.23605728149414062,-26,-142
0.2505354881286621,-28,-143
0.26505136489868164,-30,-143
0.27880191802978516,-32,-144
0.29328036308288574,-34,-146
0.3069186210632324,-36,-146
0.32321596145629883,-39,-145
0.3367958068847656,-41,-148
0.3552577495574951,-43,-146
0.3875565528869629,-49,-145
0.4187483787536621,-53,-146
0.44872188568115234,-57,-145
0.4749569892883301,-61,-148
0.4885871410369873,-63,-145
0.503272294998169,-65,-145
0.5285627841949463,-69,-146
0.547846794128418,-71,-145
0.5626680850982666,-74,-148
0.5769639015197754,-76,-145
0.5915131568908691,-78,-144
0.6048276424407959,-80,-146
0.6186404228210449,-82,-148
0.6339490413665771,-84,-147
0.6477961540222168,-86,-145
0.6626019477844238,-88,-146
0.6768894195556641,-90,-147
0.6914021968841553,-93,-145
0.7047135829925537,-95,-147
0.7184288501739502,-97,-146
0.7337441444396973,-99,-145
0.7474079132080078,-101,-147
0.7619500160217285,-103,-145
0.7833042144775391,-106,-146
0.7969815731048584,-108,-146
0.8115148544311523,-110,-147
0.8247954845428467,-112,-147
0.8394849300384521,-115,-147
0.8536911010742188,-117,-146
0.8674228191375732,-119,-146
0.8829751014709473,-121,-146
0.8963510990142822,-123,-145
0.9106709957122803,-125,-146
0.924565315246582,-127,-145
0.9390134811401367,-129,-145
0.9534854888916016,-131,-145
0.9670188426971436,-133,-146
0.982658863067627,-135,-146
0.9957931041717529,-137,-148
1.0100178718566895,-139,-145
1.0237619876861572,-141,-145
1.0384340286254883,-143,-148
1.05303955078125,-145,-145
1.0663938522338867,-147,-146
1.0805835723876953,-150,-144
1.0951335430145264,-152,-144
1.1088013648986816,-154,-145
1.1232938766479492,-155,-147
1.1376636028289795,-158,-148
1.1525518894195557,-160,-147
1.1658191680908203,-163,-144
1.1867966651916504,-165,-146
1.2014274597167969,-167,-145
1.2148256301879883,-169,-145
1.2285106182098389,-171,-145
1.2438158988952637,-173,-145
1.25750732421875,-175,-145
1.2720415592193604,-177,-145
1.2864751815795898,-179,-147
1.3006699085235596,-181,-146
1.3149964809417725,-183,-144
1.3286068439483643,-186,-145
1.3438115119934082,-188,-145
1.3574833869934082,-190,-144
1.371889591217041,-192,-144
1.3860383033752441,-194,-146
1.4005358219146729,-196,-145
1.4138898849487305,-198,-144
1.4275658130645752,-200,-145
1.4429564476013184,-202,-145
1.4564354419708252,-204,-145
1.470592737197876,-206,-145
1.4839611053466797,-208,-147
1.4984915256500244,-211,-146
1.5130598545074463,-213,-145
1.5264027118682861,-215,-146
1.542658805847168,-217,-145
1.5558090209960938,-219,-144
1.5757434368133545,-222,-145
1.591423749923706,-224,-146
1.6046574115753174,-226,-145
1.6180098056793213,-228,-145
1.6329224109649658,-230,-146
1.6471562385559082,-232,-146
1.6616904735565186,-234,-145
1.6748542785644531,-236,-147
1.6886839866638184,-239,-146
1.703847885131836,-241,-144
1.717409372329712,-243,-144
1.731781005859375,-245,-145
1.7459194660186768,-247,-145
1.7604281902313232,-249,-144
1.7738747596740723,-251,-147
1.7874815464019775,-253,-146
1.8029837608337402,-255,-145
1.816394567489624,-257,-147
1.8305461406707764,-259,-147
1.8448123931884766,-261,-145
1.858471155166626,-263,-145
1.873093605041504,-265,-146
1.8864662647247314,-267,-143
1.9019320011138916,-269,-144
1.9151251316070557,-271,-144
1.9429762363433838,-275,-146
1.9572837352752686,-277,-145
1.977696180343628,-280,-143
1.9925835132598877,-283,-147
0.010693788528442383,0,0
0.025226831436157227,1,8
0.03827357292175293,2,13
0.051551103591918945,4,144
0.06725120544433594,8,192
0.0807955265045166,10,222
0.09520912170410156,14,243
0.10928893089294434,18,266
0.12263965606689453,22,279
0.1371312141418457,26,287
0.1507890224456787,30,298
0.1710987091064453,37,311
0.1871037483215332,42,315
0.20063138008117676,46,319
0.21615886688232422,51,321
0.22920751571655273,55,323
0.24302411079406738,60,327
0.2571694850921631,64,332
0.2715456485748291,69,329
0.28642797470092773,74,330
0.29950833320617676,78,329
0.31619858741760254,84,331
0.3292686939239502,88,334
0.34305477142333984,93,335
0.3571765422821045,98,331
0.3715333938598633,102,332
0.38621044158935547,107,335
0.3992619514465332,112,337
0.4150736331939697,117,336
0.42838263511657715,122,334
0.44205212593078613,126,336
0.45657968521118164,131,335
0.4709630012512207,136,338
0.48543477058410645,141,338
0.49863696098327637,145,335
0.5139455795288086,150,336
0.5487051010131836,162,337
0.5622811317443848,167,336
0.5842194557189941,174,336
0.5976099967956543,179,338
0.6113481521606445,184,339
0.6267743110656738,188,338
0.6402072906494141,193,337
0.6543304920196533,198,335
0.6688458919525146,203,339
0.6824722290039062,208,340
0.6968610286712646,212,339
0.7103290557861328,216,337
0.7258644104003906,222,338
0.7388715744018555,227,339
0.75244140625,232,340
0.7675697803497314,236,339
0.781191349029541,241,337
0.7960655689239502,246,335
0.8092315196990967,250,339
0.8248023986816406,256,340
0.8381235599517822,260,338
0.8515353202819824,264,336
0.8662145137786865,269,336
0.8803348541259766,274,337
0.8948240280151367,280,337
0.9081971645355225,284,336
0.9225704669952393,289,337
0.9370553493499756,294,335
0.9505808353424072,298,339
0.9651191234588623,303,338
